year,state,code,christianity_protestant,christianity_romancatholic,christianity_easternorthodox,christianity_anglican,christianity_other,christianity_all,judaism_orthodox,judaism_conservative,judaism_reform,judaism_other,judaism_all,islam_sunni,islam_shi’a,islam_ibadhi,islam_nationofislam,islam_alawite,islam_ahmadiyya,islam_other,islam_all,buddhism_mahayana,buddhism_theravada,buddhism_other,buddhism_all,zoroastrianism_all,hinduism_all,sikhism_all,shinto_all,baha’i_all,taoism_all,jainism_all,confucianism_all,syncretism_all,animism_all,noreligion_all,otherreligion_all,religion_all,population,protestant_percent,romancatholic_percent,easternorthodox_percent,anglican_percent,otherchristianity_percent,christianity_percent,orthodox_percent,conservative_percent,reform_percent,otherjudaism_percent,judaism_percent,sunni_percent,shi’a_percent,ibadhi_percent,nationofislam_percent,alawite_percent,ahmadiyya_percent,otherislam_percent,islam_percent,mahayana_percent,theravada_percent,otherbuddhism_percent,buddhism_percent,zoroastrianism_percent,hinduism_percent,sikhism_percent,shinto_percent,baha’i_percent,taoism_percent,jainism_percent,confucianism_percent,syncretism_percent,animism_percent,noreligion_percent,otherreligion_percent,religion_sumpercent,total_percent,dual_religion,source_code
1950,Chile,CHL,241000,5313000,0,0,0,5554000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,437000,5654000,6091000,0.0396,0.8723,0,0,0,0.9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164,0,0.0717,0.9283,0.9999,0,7
1955,Chile,CHL,242928,6120000,0,0,0,6362928,0,0,0,5748,5748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374324,6368676,6743000,0.036,0.9076,0,0,0,0.9436,0,0,0,0.0009,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555,0.9445,1,0,15
1960,Chile,CHL,245500,7233300,0,0,0,7478800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135200,7478800,7614000,0.0322,0.95,0,0,0,0.9822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178,0.9822,1,0,2
1965,Chile,CHL,320000,7549520,0,0,171307,8040827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538173,8040827,8579000,0.0373,0.88,0,0,0.02,0.9373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627,0.9373,1,0,20
1970,Chile,CHL,200953,8511100,23500,4000,189778,8929331,0,0,0,15000,15000,0,0,0,0,0,0,2000,2000,0,0,500,500,0,0,0,0,7800,0,0,0,0,100000,321200,128169,9375831,9504000,0.0211,0.8955,0.0025,0.0004,0.02,0.9395,0,0,0,0.0016,0.0016,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0001,0.0001,0,0,0,0,0.0008,0,0,0,0,0.0105,0.0338,0.0135,0.9865,1,0,7
1975,Chile,CHL,250000,9201000,0,0,200000,9651000,0,0,0,17000,17000,0,0,0,0,0,0,2500,2500,0,0,700,700,0,0,0,0,8000,0,0,0,0,0,350000,320800,10029200,10350000,0.0242,0.889,0,0,0.0193,0.9325,0,0,0,0.0016,0.0016,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0001,0.0001,0,0,0,0,0.0008,0,0,0,0,0,0.0338,0.031,0.969,1,0,2
1980,Chile,CHL,279100,9919050,30580,4800,238182,10471712,0,0,0,10000,10000,0,0,0,0,0,0,2360,2360,0,0,590,590,0,0,0,0,9600,0,0,0,0,100000,426930,123808,11021192,11145000,0.025,0.89,0.0027,0.0004,0.0214,0.9396,0,0,0,0.0009,0.0009,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0001,0.0001,0,0,0,0,0.0009,0,0,0,0,0.009,0.0383,0.0111,0.9889,1.0001,0,1
1985,Chile,CHL,625000,10279910,0,0,450000,11354910,0,0,0,5666,5666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31666,0,729758,11392242,12122000,0.0516,0.848,0,0,0.0371,0.9367,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0,0.0602,0.9398,1,0,2
1990,Chile,CHL,882500,10929500,11825,5500,524000,12353325,0,0,0,9600,9600,0,0,0,0,0,0,2000,2000,0,0,750,750,0,0,0,0,7500,0,0,0,125,10850,437500,278350,12821650,13100000,0.0674,0.8343,0.0009,0.0004,0.04,0.943,0,0,0,0.0007,0.0007,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0001,0.0001,0,0,0,0,0.0006,0,0,0,0,0.0008,0.0334,0.0212,0.9788,1,0,7
1995,Chile,CHL,1563100,11646900,0,0,375000,13585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625000,13585000,14210000,0.11,0.8196,0,0,0.0264,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.956,1,0,1
2000,Chile,CHL,1321736,12382596,7916,4000,481608,14197856,0,0,0,11127,11127,0,0,0,0,0,0,1603,1603,0,0,1812,1812,0,0,0,0,5981,0,0,0,108,145919,455796,390798,14820202,15211000,0.0869,0.8141,0.0005,0.0003,0.0317,0.9334,0,0,0,0.0007,0.0007,0,0,0,0,0,0,0.0001,0.0001,0,0,0.0001,0.0001,0,0,0,0,0.0004,0,0,0,0,0.0096,0.03,0.0257,0.9743,1,0,2
2005,Chile,CHL,2456317,11386900,0,5333,425000,14273550,0,0,0,20900,20900,0,0,0,0,0,0,4000,4000,0,0,2100,2100,0,0,0,0,0,0,0,0,0,90500,1350161,525789,15741211,16267000,0.151,0.7,0,0.0003,0.0261,0.8775,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0.0056,0.083,0.0323,0.9677,1,0,83
2010,Chile,CHL,1811913,12954191,341548,0,480000,15587652,0,0,0,20664,20664,0,0,0,0,0,0,4500,4500,0,0,2700,2700,0,0,0,0,0,0,0,0,2254,150000,1024644,285002,16792414,17077416,0.1061,0.7586,0.02,0,0.0281,0.9128,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.0003,0.0003,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0.0001,0.0088,0.06,0.0167,0.9833,1.0001,0,84
1945,Argentina,ARG,310266,14840000,0,0,0,15150266,0,0,0,249660,249660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,15399926,15400000,0.0201,0.9636,0,0,0,0.9838,0,0,0,0.0162,0.0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14
1950,Argentina,ARG,311000,15880000,0,0,0,16191000,0,0,0,249000,249000,0,0,0,0,0,0,18764,18764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239949,451287,16698713,17150000,0.0181,0.9259,0,0,0,0.9441,0,0,0,0.0145,0.0145,0,0,0,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.0263,0.9737,1,0,12
1955,Argentina,ARG,251000,17904042,0,0,0,18155042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805958,18155042,19961000,0.0126,0.897,0,0,0,0.9095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905,0.9095,1,0,2
1960,Argentina,ARG,214000,19409840,0,0,0,19623840,0,0,0,400000,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592160,20023840,20616000,0.0104,0.9415,0,0,0,0.9519,0,0,0,0.0194,0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287,0.9713,1,0,2
1965,Argentina,ARG,395068,20920685,56000,6600,42243,21420596,0,0,0,437500,437500,0,0,0,0,0,0,2500,2500,0,0,5000,5000,0,0,0,0,850,0,0,0,0,15000,55000,346554,21936446,22283000,0.0177,0.9389,0.0025,0.0003,0.0019,0.9613,0,0,0,0.0196,0.0196,0,0,0,0,0,0,0.0001,0.0001,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0.0007,0.0025,0.0156,0.9844,1,0,15
1970,Argentina,ARG,576136,22431530,112000,13200,84487,23217353,0,0,0,475000,475000,0,0,0,0,0,0,5000,5000,0,0,10000,10000,0,0,0,0,1700,0,0,0,0,30000,110000,113947,23849053,23963000,0.024,0.9361,0.0047,0.0006,0.0035,0.9689,0,0,0,0.0198,0.0198,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0004,0.0004,0,0,0,0,0.0001,0,0,0,0,0.0013,0.0046,0.0048,0.9952,1.0001,0,7
1975,Argentina,ARG,520980,24486060,0,0,0,25007040,0,0,0,520980,520980,0,0,0,0,0,0,7500,7500,0,0,5000,5000,0,0,0,0,850,0,0,0,0,35000,120000,352630,25696370,26049000,0.02,0.94,0,0,0,0.96,0,0,0,0.02,0.02,0,0,0,0,0,0,0.0003,0.0003,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0.0013,0.0046,0.0135,0.9865,0.9999,0,2
1980,Argentina,ARG,665760,25439646,46000,5000,260913,26417319,0,0,0,557460,557460,0,0,0,0,0,0,19000,19000,0,0,3666,3666,0,0,0,0,2300,0,0,0,0,6666,96666,990923,27103077,28094000,0.0237,0.9055,0.0016,0.0002,0.0093,0.9403,0,0,0,0.0198,0.0198,0,0,0,0,0,0,0.0007,0.0007,0,0,0.0001,0.0001,0,0,0,0,0.0001,0,0,0,0,0.0002,0.0034,0.0353,0.9647,0.9999,0,1
1985,Argentina,ARG,404046,27640766,0,0,0,28044812,0,0,0,603106,603106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1407082,28897918,30305000,0.0133,0.9121,0,0,0,0.9254,0,0,0,0.0199,0.0199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082,0.0464,0.9536,0.9999,0,1
1990,Argentina,ARG,635760,28834993,0,0,0,29470753,0,0,0,620873,620873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,1685374,30841626,32527000,0.0195,0.8865,0,0,0,0.906,0,0,0,0.0191,0.0191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231,0.0518,0.9482,1,0,7
1995,Argentina,ARG,695360,31291200,0,0,0,31986560,0,0,0,695360,695360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870000,1216080,33551920,34768000,0.02,0.9,0,0,0,0.92,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.035,0.965,1,0,1
2000,Argentina,ARG,3332880,28884960,55000,7666,1000000,33280506,0,0,0,296256,296256,0,0,0,0,0,0,555480,555480,0,0,5985,5985,0,1811,0,0,3404,0,0,148,133,19498,1451847,1416932,35615068,37032000,0.09,0.78,0.0015,0.0002,0.027,0.8987,0,0,0,0.008,0.008,0,0,0,0,0,0,0.015,0.015,0,0,0.0002,0.0002,0,0,0,0,0.0001,0,0,0,0,0.0005,0.0392,0.0383,0.9617,1,0,83
2005,Argentina,ARG,2315520,29715840,51300,6700,537966,32627326,0,0,0,425000,425000,0,0,0,0,0,0,600000,600000,0,0,6912,6912,0,1879,368,0,4443,0,0,155,139,28854,4631040,265884,38326116,38592000,0.06,0.77,0.0013,0.0002,0.0139,0.8454,0,0,0,0.011,0.011,0,0,0,0,0,0,0.0155,0.0155,0,0,0.0002,0.0002,0,0,0,0,0.0001,0,0,0,0,0.0007,0.12,0.0069,0.9931,0.9998,0,83
2010,Argentina,ARG,4039999,30299994,53703,7013,0,34400709,0,0,0,275000,275000,0,0,0,0,0,0,611000,611000,0,0,7236,7236,0,1967,385,0,4651,0,0,162,145,30206,4847999,220532,40179460,40399992,0.1,0.75,0.0013,0.0002,0,0.8515,0,0,0,0.0068,0.0068,0,0,0,0,0,0,0.0151,0.0151,0,0,0.0002,0.0002,0,0,0,0,0.0001,0,0,0,0,0.0007,0.12,0.0055,0.9945,0.9999,0,83
1945,Uruguay,URU,45000,1368000,0,0,0,1413000,0,0,0,83200,83200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583800,1496200,2080000,0.0216,0.6577,0,0,0,0.6793,0,0,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2807,0.7193,1,0,12
1950,Uruguay,URU,43920,1537000,0,0,0,1580920,0,0,0,41600,41600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573480,1622520,2196000,0.02,0.6999,0,0,0,0.7199,0,0,0,0.0189,0.0189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2611,0.7389,0.9999,0,7
1955,Uruguay,URU,26960,1756900,0,0,0,1783860,0,0,0,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562340,1804660,2367000,0.0114,0.7422,0,0,0,0.7536,0,0,0,0.0088,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2376,0.7624,1,0,15
1960,Uruguay,URU,10000,1976800,0,0,0,1986800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551200,1986800,2538000,0.0039,0.7789,0,0,0,0.7828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2172,0.7828,1,0,18
1965,Uruguay,URU,32500,1954310,0,0,0,1986810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706190,1986810,2693000,0.0121,0.7257,0,0,0,0.7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2622,0.7378,1,0,20
1970,Uruguay,URU,57053,2115337,0,0,0,2172390,0,0,0,52000,52000,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,579910,2228090,2808000,0.0203,0.7533,0,0,0,0.7736,0,0,0,0.0185,0.0185,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0.2065,0.7935,0.9999,0,7
1975,Uruguay,URU,47529,2067646,2962,125,412,2118674,0,0,0,40552,40552,0,0,0,0,0,0,187,187,0,0,0,0,0,0,0,0,2175,0,0,0,0,0,129212,538200,2290800,2829000,0.0168,0.7309,0.001,0,0.0001,0.7489,0,0,0,0.0143,0.0143,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0.0457,0.1902,0.8098,1,0,99
1980,Uruguay,URU,38005,2019955,5925,250,825,2064960,0,0,0,29105,29105,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,950,0,0,0,0,0,258425,560485,2353515,2914000,0.013,0.6932,0.002,0.0001,0.0003,0.7086,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0887,0.1923,0.8077,0.9999,0,7
1985,Uruguay,URU,90240,1985280,0,0,0,2075520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660000,272480,2735520,3008000,0.03,0.66,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2194,0.0906,0.9094,1,0,2
1990,Uruguay,URU,96000,2119600,12000,1200,34000,2262800,0,0,0,30500,30500,0,0,0,0,0,0,450,450,0,0,60,60,0,0,0,0,550,0,0,0,0,0,439000,360640,2733360,3094000,0.031,0.6851,0.0039,0.0004,0.011,0.7314,0,0,0,0.0099,0.0099,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.1419,0.1166,0.8834,1.0001,0,7
1995,Uruguay,URU,83720,2202760,0,0,0,2286480,0,0,0,63720,63720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798800,2350200,3149000,0.0266,0.6995,0,0,0,0.7261,0,0,0,0.0202,0.0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537,0.7463,1,0,1
2000,Uruguay,URU,95000,2311080,8833,400,54722,2470035,0,0,0,45873,45873,0,0,0,0,0,0,167,167,0,0,21,21,0,0,0,0,2452,0,0,0,0,0,631841,186611,3150389,3337000,0.0285,0.6926,0.0026,0.0001,0.0164,0.7402,0,0,0,0.0137,0.0137,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0.1893,0.0559,0.9441,0.9999,0,13
2005,Uruguay,URU,363660,1557126,16765,700,766992,2705243,0,0,0,9918,9918,0,0,0,0,0,0,1000,1000,0,0,32,32,0,0,0,0,4000,0,0,0,0,16,568632,17159,3288841,3306000,0.11,0.471,0.0051,0.0002,0.232,0.8183,0,0,0,0.003,0.003,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0.172,0.0052,0.9948,1,0,86
2010,Uruguay,URU,369234,1580995,17021,710,778749,2746709,0,0,0,10070,10070,0,0,0,0,0,0,1015,1015,0,0,32,32,0,0,0,0,4061,0,0,0,0,16,577348,17428,3339251,3356679,0.11,0.471,0.0051,0.0002,0.232,0.8183,0,0,0,0.003,0.003,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0.172,0.0052,0.9948,1,0,99
1945,United Kingdom,UKG,10306954,3541081,8348,29705800,2920297,46482480,0,0,0,387698,387698,0,0,0,0,0,0,129572,129572,0,0,121,121,0,18827,1748,0,242,0,181,0,60,0,2160883,188,49181812,49182000,0.2096,0.072,0.0002,0.604,0.0594,0.9451,0,0,0,0.0079,0.0079,0,0,0,0,0,0,0.0026,0.0026,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0.0439,0,1,0.9999,0,99
1950,United Kingdom,UKG,10000000,3998664,30015,29590500,3728885,47348064,0,0,0,399866,399866,0,0,0,0,0,0,199933,199933,0,0,1002,1002,0,39987,10022,0,1002,0,500,0,500,0,2600650,14474,50601526,50616000,0.1976,0.079,0.0006,0.5846,0.0737,0.9354,0,0,0,0.0079,0.0079,0,0,0,0,0,0,0.0039,0.0039,0,0,0,0,0,0.0008,0.0002,0,0,0,0,0,0,0,0.0514,0.0003,0.9997,0.9999,0,7
1955,United Kingdom,UKG,9227777,4277443,107906,29155815,4325142,47094083,0,0,0,412415,412415,0,0,0,0,0,0,308501,308501,0,0,8248,8248,0,84927,57446,0,4145,0,1375,0,4130,0,3125575,98155,51100845,51199000,0.1802,0.0835,0.0021,0.5695,0.0845,0.9198,0,0,0,0.0081,0.0081,0,0,0,0,0,0,0.006,0.006,0,0,0.0002,0.0002,0,0.0017,0.0011,0,0.0001,0,0,0,0.0001,0,0.061,0.0019,0.9981,1,0,99
1960,United Kingdom,UKG,8655555,4656221,185798,29221130,4801398,47520102,0,0,0,424965,424965,0,0,0,0,0,0,417069,417069,0,0,15494,15494,0,129867,104871,0,7288,0,2250,0,7761,0,3650499,91834,52280166,52372000,0.1653,0.0889,0.0035,0.558,0.0917,0.9074,0,0,0,0.0081,0.0081,0,0,0,0,0,0,0.008,0.008,0,0,0.0003,0.0003,0,0.0025,0.002,0,0.0001,0,0,0,0.0001,0,0.0697,0.0018,0.9982,1,0,4
1965,United Kingdom,UKG,8283332,5435000,263689,29186445,5637655,48806121,0,0,0,437514,437514,0,0,0,0,0,0,525637,525637,0,0,22740,22740,0,174806,152295,0,10431,0,3125,0,11391,0,4175424,30516,54319484,54350000,0.1524,0.1,0.0049,0.537,0.1037,0.898,0,0,0,0.008,0.008,0,0,0,0,0,0,0.0097,0.0097,0,0,0.0004,0.0004,0,0.0032,0.0028,0,0.0002,0,0.0001,0,0.0002,0,0.0768,0.0006,0.9994,1,0,20
1970,United Kingdom,UKG,7711109,5513131,341580,29051760,6674560,49292140,0,0,0,450063,450063,0,0,0,0,0,0,634205,634205,0,0,29986,29986,0,219746,199719,0,13574,0,4000,0,15021,0,4700348,73198,55558802,55632000,0.1386,0.0991,0.0061,0.5222,0.12,0.886,0,0,0,0.0081,0.0081,0,0,0,0,0,0,0.0114,0.0114,0,0,0.0005,0.0005,0,0.0039,0.0036,0,0.0002,0,0.0001,0,0.0003,0,0.0845,0.0013,0.9987,0.9999,0,7
1975,United Kingdom,UKG,7082082,5412065,353290,28678820,7736835,49263092,0,0,0,458031,458031,0,0,0,0,0,0,732102,732102,0,0,75493,75493,0,299873,204859,0,14587,0,5883,0,14010,0,4872374,285696,55940304,56226000,0.126,0.0963,0.0063,0.5101,0.1376,0.8762,0,0,0,0.0081,0.0081,0,0,0,0,0,0,0.013,0.013,0,0,0.0013,0.0013,0,0.0053,0.0036,0,0.0003,0,0.0001,0,0.0002,0,0.0867,0.0051,0.9949,0.9999,0,99
1980,United Kingdom,UKG,6453055,5311000,365000,27505880,9199112,48834047,0,0,0,466000,466000,0,0,0,0,0,10000,820000,830000,0,0,121000,121000,0,380000,210000,0,15600,0,7765,0,13000,0,5044400,408188,55921812,56330000,0.1146,0.0943,0.0065,0.4883,0.1633,0.8669,0,0,0,0.0083,0.0083,0,0,0,0,0,0.0002,0.0146,0.0147,0,0,0.0021,0.0021,0,0.0067,0.0037,0,0.0003,0,0.0001,0,0.0002,0,0.0896,0.0072,0.9928,0.9998,0,7
1985,United Kingdom,UKG,5824027,5455500,355000,26732940,10237533,48605000,0,0,0,458000,458000,0,0,0,0,0,0,814000,814000,0,0,120500,120500,0,377500,217500,0,20800,0,9648,0,24000,0,5668500,369552,56315448,56685000,0.1027,0.0962,0.0063,0.4716,0.1806,0.8575,0,0,0,0.0081,0.0081,0,0,0,0,0,0,0.0144,0.0144,0,0,0.0021,0.0021,0,0.0067,0.0038,0,0.0004,0,0.0002,0,0.0004,0,0.1,0.0065,0.9935,1.0001,0,13
1990,United Kingdom,UKG,5195000,5600000,345000,25960000,11398500,48498500,0,0,0,310000,310000,0,0,0,0,0,0,1050000,1050000,0,0,120000,120000,0,375000,225000,0,26000,0,11531,0,35000,6000,6498000,405969,57155031,57561000,0.0903,0.0973,0.006,0.451,0.198,0.8426,0,0,0,0.0054,0.0054,0,0,0,0,0,0,0.0182,0.0182,0,0,0.0021,0.0021,0,0.0065,0.0039,0,0.0005,0,0.0002,0,0.0006,0.0001,0.1129,0.0071,0.9929,1.0001,0,7
1995,United Kingdom,UKG,4950700,5741500,357500,26050000,11804550,48904250,0,0,0,295603,295603,0,0,0,0,0,0,1459221,1459221,0,0,153245,153245,0,471355,271929,0,34384,0,13413,0,46679,14207,6895223,46491,58559509,58606000,0.0845,0.098,0.0061,0.4445,0.2014,0.8345,0,0,0,0.005,0.005,0,0,0,0,0,0,0.0249,0.0249,0,0,0.0026,0.0026,0,0.008,0.0046,0,0.0006,0,0.0002,0,0.0008,0.0002,0.1177,0.0008,0.9992,0.9999,0,99
2000,United Kingdom,UKG,4512000,5200000,299641,22546973,9899910,42458524,0,0,0,281207,281207,1627314,201128,0,0,0,0,0,1828442,0,0,186491,186491,4518,567710,318859,0,42769,0,15296,0,58359,22414,12870000,175411,58654589,58830000,0.0767,0.0884,0.0051,0.3833,0.1683,0.7217,0,0,0,0.0048,0.0048,0.0277,0.0034,0,0,0,0,0,0.0311,0,0,0.0032,0.0032,0.0001,0.0097,0.0054,0,0.0007,0,0.0003,0,0.001,0.0004,0.2188,0.003,0.997,1.0002,0,75
2005,United Kingdom,UKG,4800000,4804912,279495,21169186,9935705,40989298,0,0,0,272103,272103,2015157,249064,0,0,0,0,0,2264221,0,0,217659,217659,4311,692355,370929,0,23895,2072,17648,0,142211,52098,14722500,466700,59771300,60238000,0.0797,0.0798,0.0046,0.3514,0.1649,0.6805,0,0,0,0.0045,0.0045,0.0335,0.0041,0,0,0,0,0,0.0376,0,0,0.0036,0.0036,0.0001,0.0115,0.0062,0,0.0004,0,0.0003,0,0.0024,0.0009,0.2444,0.0077,0.9923,1.0001,0,75
2010,United Kingdom,UKG,4525200,4409825,259348,19791400,9971500,38957273,0,0,0,263000,263000,2403000,297000,0,0,0,0,0,2700000,0,0,248827,248827,4105,817000,423000,0,5021,4144,20000,0,226063,81782,16275000,2181661,60025215,62206876,0.0727,0.0709,0.0042,0.3182,0.1603,0.6263,0,0,0,0.0042,0.0042,0.0386,0.0048,0,0,0,0,0,0.0434,0,0,0.004,0.004,0.0001,0.0131,0.0068,0,0.0001,0.0001,0.0003,0,0.0036,0.0013,0.2616,0.0351,0.9649,1,0,75
1945,Ireland,IRE,32225,2781260,1158,124829,0,2939472,0,0,0,3835,3835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,5411,2944589,2950000,0.0109,0.9428,0.0004,0.0423,0,0.9964,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0018,0.9982,0.9999,0,751
1950,Ireland,IRE,40675,2767601,1223,117891,37152,2964542,0,0,0,3058,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,178,2968822,2969000,0.0137,0.9322,0.0004,0.0397,0.0125,0.9985,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0001,0.9999,1,0,751
1955,Ireland,IRE,37188,2724120,1291,110954,31032,2904585,0,0,0,3156,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,12095,2908905,2921000,0.0127,0.9326,0.0004,0.038,0.0106,0.9944,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0041,0.9959,1,0,751
1960,Ireland,IRE,25629,2686435,0,104016,0,2816080,0,0,0,3398,3398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11328,1194,2830806,2832000,0.009,0.9486,0,0.0367,0,0.9944,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.0004,0.9996,1,0,751
1965,Ireland,IRE,30214,2703440,1426,100535,18792,2854407,0,0,0,2945,2945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6225,12423,2863577,2876000,0.0105,0.94,0.0005,0.035,0.0065,0.9925,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0.0043,0.9957,1,0,751
